Country,Year,Continent,Population,GDP per capita,Obesity among adults
Poland,2002,Europe,38230364,11804.26626,19.2
Poland,2003,Europe,38204570,12288.46287,19.6
Poland,2004,Europe,38182222,13353.6821,19.9
Poland,2005,Europe,38165445,13896.79338,20.3
Poland,2006,Europe,38141267,15152.33608,20.7
Poland,2007,Europe,38120560,16802.83391,21.1
Poland,2008,Europe,38125759,18303.35292,21.6
Poland,2009,Europe,38151603,19239.92847,22.0
Poland,2010,Europe,38042794,21072.52658,22.5
Poland,2011,Europe,38063255,22827.69814,22.9
Poland,2012,Europe,38063164,23745.6978,23.4
Poland,2013,Europe,38040196,24567.50617,24.0
Poland,2014,Europe,38011735,25475.50469,24.5
Poland,2015,Europe,37986412,26862.05252,25.0
Portugal,2000,Europe,10289898,18876.65948,14.6
Portugal,2001,Europe,10362722,19524.88674,15.1
Portugal,2002,Europe,10419631,20356.6473,15.6
Portugal,2003,Europe,10458821,20851.08854,16.1
Portugal,2004,Europe,10483861,21477.82618,16.6
Portugal,2005,Europe,10503330,22725.27749,17.1
Portugal,2006,Europe,10522288,24682.71885,17.7
Portugal,2007,Europe,10542964,25733.12709,18.2
Portugal,2008,Europe,10558177,26665.8373,18.8
Portugal,2009,Europe,10568247,26458.91104,19.3
Portugal,2010,Europe,10573100,27261.95345,19.9
Portugal,2011,Europe,10557560,26769.51189,20.4
Portugal,2012,Europe,10514844,26438.0163,21.0
Portugal,2013,Europe,10457295,27936.03966,21.5
Portugal,2014,Europe,10401062,28742.44038,22.1
Portugal,2015,Europe,10358076,29660.89607,22.7
Qatar,2000,Asia,592467,96713.10551,26.0
Qatar,2001,Asia,615013,98980.35855,26.7
Qatar,2002,Asia,640872,103395.3254,27.5
Qatar,2003,Asia,681791,102794.7706,28.1
Qatar,2004,Asia,753332,113889.9861,28.4
Qatar,2005,Asia,865410,109910.4023,28.5
Qatar,2006,Asia,1022704,120966.6439,28.4
Qatar,2007,Asia,1218441,123032.9463,28.5
Qatar,2008,Asia,1436670,125130.0112,28.7
Qatar,2009,Asia,1654944,122393.8235,29.0
Qatar,2010,Asia,1856329,132062.4619,29.5
Qatar,2011,Asia,2035862,139358.9653,30.0
Qatar,2012,Asia,2196078,141634.7038,30.6
Qatar,2013,Asia,2336579,138229.769,31.3
Qatar,2014,Asia,2459202,129068.5789,32.0
Qatar,2015,Asia,2565708,92968.2321,32.9
Romania,2000,Europe,22442971,5848.084955,17.0
Romania,2001,Europe,22131970,6518.675292,17.3
Romania,2002,Europe,21730496,7162.365778,17.6
Romania,2003,Europe,21574326,7559.975349,18.0
Romania,2004,Europe,21451748,8990.32565,18.3
Romania,2005,Europe,21319685,9602.104759,18.7
Romania,2006,Europe,21193760,11556.62425,19.1
Romania,2007,Europe,20882982,13700.09357,19.6
Romania,2008,Europe,20537875,16782.22907,20.0
Romania,2009,Europe,20367487,16631.85819,20.5
Romania,2010,Europe,20246871,16976.25909,21.0
Romania,2011,Europe,20147528,17896.27586,21.5
Romania,2012,Europe,20058035,18869.56897,22.1
Romania,2013,Europe,19983693,19781.92571,22.7
Romania,2014,Europe,19908979,20657.67329,23.3
Romania,2015,Europe,19815616,21605.83562,23.9
Russian Federation,2000,Europe,146596869,6825.391602,20.5
Russian Federation,2001,Europe,145976482,7361.36377,20.7
Russian Federation,2002,Europe,145306497,8037.474609,20.9
Russian Federation,2003,Europe,144648618,9254.537109,21.1
Russian Federation,2004,Europe,144067316,10226.7666,21.4
Russian Federation,2005,Europe,143518814,11822.34668,21.6
Russian Federation,2006,Europe,143049637,14912.23438,21.9
Russian Federation,2007,Europe,142805114,16648.24219,22.2
Russian Federation,2008,Europe,142742366,20163.60938,22.5
Russian Federation,2009,Europe,142785349,19389.94141,22.8
Russian Federation,2010,Europe,142849468,20490.12695,23.2
Russian Federation,2011,Europe,142960908,22798.67383,23.5
Russian Federation,2012,Europe,143201721,24303.47266,23.9
Russian Federation,2013,Europe,143506995,26073.875,24.4
Russian Federation,2014,Europe,143819667,25761.64844,24.8
Russian Federation,2015,Europe,144096870,24085.32422,25.2
Saudi Arabia,2000,Asia,20663840,39837.30868,23.4
Saudi Arabia,2001,Asia,21202646,39219.0013,24.0
Saudi Arabia,2002,Asia,21805322,37637.52741,24.6
Saudi Arabia,2003,Asia,22456645,41456.77287,25.2
Saudi Arabia,2004,Asia,23132686,44614.43668,25.8
Saudi Arabia,2005,Asia,23816175,47184.06644,26.5
Saudi Arabia,2006,Asia,24498313,48604.13819,27.1
Saudi Arabia,2007,Asia,25184589,49454.3482,27.8
Saudi Arabia,2008,Asia,25888535,52096.73332,28.5
Saudi Arabia,2009,Asia,26630303,49920.62755,29.2
Saudi Arabia,2010,Asia,27421468,51535.46797,30.0
Saudi Arabia,2011,Asia,28267591,56133.14419,30.8
Saudi Arabia,2012,Asia,29154906,57364.98511,31.6
Saudi Arabia,2013,Asia,30052058,55908.24993,32.4
Saudi Arabia,2014,Asia,30916603,55726.10231,33.3
Saudi Arabia,2015,Asia,31717676,48611.11934,34.1
Senegal,2000,Africa,9797731,1997.199594,3.8
Senegal,2001,Africa,10036102,2079.635685,4.0
Senegal,2002,Africa,10283694,2062.613411,4.1
Senegal,2003,Africa,10541470,2166.669121,4.3
Senegal,2004,Africa,10810086,2270.285774,4.5
Senegal,2005,Africa,11090123,2380.728085,4.7
Senegal,2006,Africa,11382272,2446.929044,4.9
Senegal,2007,Africa,11687078,2516.710086,5.1
Senegal,2008,Africa,12004700,2589.5867,5.3
Senegal,2009,Africa,12335092,2606.182642,5.5
Senegal,2010,Africa,12678143,2653.151604,5.7
Senegal,2011,Africa,13033814,2669.517086,6.0
Senegal,2012,Africa,13401990,2739.419,6.2
Senegal,2013,Africa,13782429,2742.420736,6.5
Senegal,2014,Africa,14174740,2830.697309,6.8
Senegal,2015,Africa,14578450,2971.346817,7.1
Serbia,2000,Europe,7516346,6019.114926,16.5
Serbia,2001,Europe,7503433,6481.992612,16.8
Serbia,2002,Europe,7496522,7224.61832,17.2
Serbia,2003,Europe,7480591,7645.785777,17.5
Serbia,2004,Europe,7463157,8487.604645,17.9
Serbia,2005,Europe,7440769,9181.688301,18.4
Serbia,2006,Europe,7411569,10209.18352,18.8
Serbia,2007,Europe,7381579,11236.22508,19.2
Serbia,2008,Europe,7350222,12632.07784,19.7
Serbia,2009,Europe,7320807,12533.96547,20.2
Serbia,2010,Europe,7291436,12798.27213,20.6
Serbia,2011,Europe,7234099,13746.92502,21.1
Serbia,2012,Europe,7199077,13933.84462,21.6
Serbia,2013,Europe,7164132,14629.0068,22.0
Serbia,2014,Europe,7130576,14659.57951,22.5
Serbia,2015,Europe,7095383,14928.46704,23.0
Slovak Republic,2000,Europe,5388720,11376.55592,15.9
Slovak Republic,2001,Europe,5378867,12385.98843,16.2
Slovak Republic,2002,Europe,5376912,13312.20331,16.5
Slovak Republic,2003,Europe,5373374,14181.12184,16.9
Slovak Republic,2004,Europe,5372280,15226.33843,17.2
Slovak Republic,2005,Europe,5372807,16639.39412,17.6
Slovak Republic,2006,Europe,5373054,18914.02796,17.9
Slovak Republic,2007,Europe,5374622,21222.38033,18.3
Slovak Republic,2008,Europe,5379233,23725.85776,18.7
Slovak Republic,2009,Europe,5386406,23080.58654,19.1
Slovak Republic,2010,Europe,5391428,25302.23272,19.5
Slovak Republic,2011,Europe,5398384,26145.88938,20.0
Slovak Republic,2012,Europe,5407579,26888.3481,20.4
Slovak Republic,2013,Europe,5413393,27915.43321,20.9
Slovak Republic,2014,Europe,5418649,28929.52636,21.4
Slovak Republic,2015,Europe,5423801,29964.88861,21.9
Slovenia,2000,Europe,1988925,18001.22916,16.1
Slovenia,2001,Europe,1992060,18948.20389,16.4
Slovenia,2002,Europe,1994530,20241.52568,16.8
Slovenia,2003,Europe,1995733,21112.37522,17.1
Slovenia,2004,Europe,1997012,22760.94697,17.5
Slovenia,2005,Europe,2000474,23852.64304,17.9
Slovenia,2006,Europe,2006868,25720.44955,18.2
Slovenia,2007,Europe,2018122,27570.14519,18.6
Slovenia,2008,Europe,2021316,29604.29147,19.0
Slovenia,2009,Europe,2039669,27537.75846,19.4
Slovenia,2010,Europe,2048583,27826.87234,19.8
Slovenia,2011,Europe,2052843,28931.38332,20.2
Slovenia,2012,Europe,2057159,29042.82027,20.6
Slovenia,2013,Europe,2059953,29973.69935,21.1
Slovenia,2014,Europe,2061980,30870.02367,21.6
Slovenia,2015,Europe,2063531,31628.24718,22.0
South Africa,2000,Africa,44967713,8488.86281,18.1
South Africa,2001,Africa,45571272,8796.410016,18.6
South Africa,2002,Africa,46150913,9147.724038,19.1
South Africa,2003,Africa,46719203,9486.546193,19.6
South Africa,2004,Africa,47291610,10061.59736,20.1
South Africa,2005,Africa,47880595,10790.33064,20.6
South Africa,2006,Africa,48489464,11599.10318,21.1
South Africa,2007,Africa,49119766,12390.08682,21.7
South Africa,2008,Africa,49779472,12857.98651,22.2
South Africa,2009,Africa,50477013,12565.29277,22.8
South Africa,2010,Africa,51216967,12913.54048,23.3
South Africa,2011,Africa,52003759,13393.76689,23.9
South Africa,2012,Africa,52832659,13215.70868,24.5
South Africa,2013,Africa,53687125,13606.9429,25.1
South Africa,2014,Africa,54544184,13602.10264,25.8
South Africa,2015,Africa,55386369,13701.94539,26.4
Spain,2000,Europe,40567864,21584.2512,19.6
Spain,2001,Europe,40850412,22949.18185,20.0
Spain,2002,Europe,41431558,24371.59885,20.4
Spain,2003,Europe,42187645,25046.1107,20.8
Spain,2004,Europe,42921895,26143.63217,21.2
Spain,2005,Europe,43653155,27606.93405,21.6
Spain,2006,Europe,44397319,30720.22221,22.1
Spain,2007,Europe,45226803,32469.53045,22.5
Spain,2008,Europe,45954106,33263.2724,23.0
Spain,2009,Europe,46362946,32092.36482,23.5
Spain,2010,Europe,46576897,31682.7131,24.0
Spain,2011,Europe,46742697,31867.97324,24.5
Spain,2012,Europe,46773055,31720.12,25.0
Spain,2013,Europe,46620045,32434.0032,25.5
Spain,2014,Europe,46480882,33525.74063,26.1
Spain,2015,Europe,46444832,34903.12748,26.6
Sri Lanka,2000,Asia,18777606,4334.752235,2.0
Sri Lanka,2001,Asia,18911727,4332.964631,2.2
Sri Lanka,2002,Asia,19062476,4538.781116,2.3
Sri Lanka,2003,Asia,19224036,4862.087815,2.4
Sri Lanka,2004,Asia,19387153,5220.163181,2.6
Sri Lanka,2005,Asia,19544988,5673.714252,2.8
Sri Lanka,2006,Asia,19695977,6249.008185,2.9
Sri Lanka,2007,Asia,19842044,6803.645666,3.1
Sri Lanka,2008,Asia,19983984,7294.540702,3.3
Sri Lanka,2009,Asia,20123508,7548.39607,3.6
Sri Lanka,2010,Asia,20261738,8195.167526,3.8
Sri Lanka,2011,Asia,20398496,9007.734199,4.0
Sri Lanka,2012,Asia,20425000,10315.18025,4.3
Sri Lanka,2013,Asia,20585000,10852.06404,4.6
Sri Lanka,2014,Asia,20778000,11256.85605,4.8
Sri Lanka,2015,Asia,20970000,11557.48705,5.1
Sudan,2000,Africa,27275019,2645.417969,4.7
Sudan,2001,Africa,27971077,2801.803467,4.2
Sudan,2002,Africa,28704786,2933.361084,3.2
Sudan,2003,Africa,29460517,3091.736572,3.7
Sudan,2004,Africa,30214189,3245.959961,4.9
Sudan,2005,Africa,30949514,3439.460693,4.1
Sudan,2006,Africa,31661824,3673.709961,3.8
Sudan,2007,Africa,32360619,3880.858398,4.9
Sudan,2008,Africa,33060844,3997.180908,5.1
Sudan,2009,Africa,33783779,3808.653564,4.5
Sudan,2010,Africa,34545014,3900.696533,5.6
Sudan,2011,Africa,35349676,4216.373535,5.3
Sudan,2012,Africa,36193781,3805.895752,5.6
Sudan,2013,Africa,37072555,3838.360107,5.0
Sudan,2014,Africa,37977657,4427.44873,5.2
Sudan,2015,Africa,38902948,4434.475098,7.3
Sweden,2000,Europe,8872109,29618.27926,15.7
Sweden,2001,Europe,8895960,29927.59927,16.2
Sweden,2002,Europe,8924958,30926.5056,16.6
Sweden,2003,Europe,8958229,31814.86351,16.9
Sweden,2004,Europe,8993531,33858.61143,17.3
Sweden,2005,Europe,9029572,34244.46502,17.7
Sweden,2006,Europe,9080505,37730.16375,18.1
Sweden,2007,Europe,9148092,40905.14587,18.5
Sweden,2008,Europe,9219637,42158.2957,18.8
Sweden,2009,Europe,9298515,40279.4616,19.2
Sweden,2010,Europe,9378126,42223.91967,19.6
Sweden,2011,Europe,9449213,44608.58026,20.0
Sweden,2012,Europe,9519374,45432.43197,20.4
Sweden,2013,Europe,9600379,46312.39238,20.8
Sweden,2014,Europe,9696110,47184.66913,21.2
Sweden,2015,Europe,9799186,49103.13343,21.6
Switzerland,2000,Europe,7184250,36772.69462,14.9
Switzerland,2001,Europe,7229854,37896.69696,15.3
Switzerland,2002,Europe,7284753,38814.37174,15.7
Switzerland,2003,Europe,7339001,38840.88188,16.1
Switzerland,2004,Europe,7389625,40336.40896,16.5
Switzerland,2005,Europe,7437115,41749.21645,16.8
Switzerland,2006,Europe,7483934,46502.92827,17.2
Switzerland,2007,Europe,7551117,51208.09883,17.6
Switzerland,2008,Europe,7647675,54096.80786,18.0
Switzerland,2009,Europe,7743831,53354.00464,18.4
Switzerland,2010,Europe,7824909,54858.44808,18.8
Switzerland,2011,Europe,7912398,57987.50203,19.2
Switzerland,2012,Europe,7996861,59933.59868,19.6
Switzerland,2013,Europe,8089346,62225.08727,19.9
Switzerland,2014,Europe,8188649,64103.01045,20.4
Switzerland,2015,Europe,8282396,66020.20434,20.8
Tajikistan,2000,Asia,6216329,1047.402595,6.6
Tajikistan,2001,Asia,6318510,1154.631566,6.8
Tajikistan,2002,Asia,6426861,1277.366092,7.0
Tajikistan,2003,Asia,6541550,1420.510177,7.3
Tajikistan,2004,Asia,6662391,1579.701061,7.5
Tajikistan,2005,Asia,6789318,1705.897106,7.8
Tajikistan,2006,Asia,6922590,1845.406705,8.1
Tajikistan,2007,Asia,7062667,2002.589174,8.4
Tajikistan,2008,Asia,7209924,2157.257323,8.8
Tajikistan,2009,Asia,7364752,2208.33427,9.1
Tajikistan,2010,Asia,7527397,2328.712759,9.5
Tajikistan,2011,Asia,7697507,2496.582204,10.0
Tajikistan,2012,Asia,7874838,2750.355063,10.4
Tajikistan,2013,Asia,8059782,3027.814126,10.9
Tajikistan,2014,Asia,8252828,3303.098197,11.4
Tajikistan,2015,Asia,8454019,3150.427114,12.0
Tanzania,2000,Africa,33499177,1189.930176,3.1
Tanzania,2001,Africa,34385849,1257.40979,3.3
Tanzania,2002,Africa,35334790,1330.949707,3.5
Tanzania,2003,Africa,36337778,1407.893555,3.6
Tanzania,2004,Africa,37379766,1510.924316,3.8
Tanzania,2005,Africa,38450323,1628.262207,4.0
Tanzania,2006,Africa,39548666,1738.578003,4.2
Tanzania,2007,Africa,40681416,1853.434326,4.5
Tanzania,2008,Africa,41853944,1940.570923,4.7
Tanzania,2009,Africa,43073830,1997.795288,5.0
Tanzania,2010,Africa,44346532,2088.32666,5.2
Tanzania,2011,Africa,45673520,2228.696533,5.5
Tanzania,2012,Africa,47053033,2099.429688,5.8
Tanzania,2013,Africa,48483132,2194.884766,6.1
Tanzania,2014,Africa,49960563,2243.592529,6.4
Tanzania,2015,Africa,51482638,2348.443604,6.8
Thailand,2000,Asia,62952639,7294.594419,3.7
Thailand,2001,Asia,63539190,7644.615099,3.9
Thailand,2002,Asia,64069093,8172.994164,4.2
Thailand,2003,Asia,64549867,8866.93177,4.5
Thailand,2004,Asia,64995303,9611.274226,4.8
Thailand,2005,Asia,65416189,10261.32491,5.1
Thailand,2006,Asia,65812540,11036.56937,5.5
Thailand,2007,Asia,66182064,11884.17388,5.9
Thailand,2008,Asia,66530980,12256.50575,6.4
Thailand,2009,Asia,66866834,12188.34839,6.8
Thailand,2010,Asia,67195032,13196.8176,7.3
Thailand,2011,Asia,67518379,13519.12902,7.9
Thailand,2012,Asia,67835969,14870.97555,8.4
Thailand,2013,Asia,68144519,15407.6654,9.0
Thailand,2014,Asia,68438748,15480.21079,9.5
Thailand,2015,Asia,68714519,15822.37099,10.1
Togo,2000,Africa,4924406,971.3498496,3.3
Togo,2001,Africa,5062571,974.0825514,3.5
Togo,2002,Africa,5197040,1000.54349,3.7
Togo,2003,Africa,5330629,1061.56804,3.9
Togo,2004,Africa,5467770,1052.323659,4.0
Togo,2005,Africa,5611643,1008.150877,4.2
Togo,2006,Africa,5762881,1038.803391,4.4
Togo,2007,Africa,5920360,1026.295245,4.7
Togo,2008,Africa,6083417,1059.294399,4.9
Togo,2009,Africa,6250840,1094.9874,5.1
Togo,2010,Africa,6421674,1144.45785,5.4
Togo,2011,Africa,6595939,1210.142847,5.6
Togo,2012,Africa,6773807,1227.156159,5.9
Togo,2013,Africa,6954721,1275.325318,6.2
Togo,2014,Africa,7137997,1328.380291,6.5
Togo,2015,Africa,7323162,1397.332402,6.8
Trinidad and Tobago,2000,North America,1267159,14530.70725,10.2
Trinidad and Tobago,2001,North America,1271627,15423.05801,10.6
Trinidad and Tobago,2002,North America,1277210,16832.68938,11.1
Trinidad and Tobago,2003,North America,1283564,19546.43883,11.6
Trinidad and Tobago,2004,North America,1290115,21556.79073,12.1
Trinidad and Tobago,2005,North America,1296497,23496.95704,12.6
Trinidad and Tobago,2006,North America,1302552,27293.7584,13.1
Trinidad and Tobago,2007,North America,1308450,29231.68796,13.6
Trinidad and Tobago,2008,North America,1314449,30662.22909,14.2
Trinidad and Tobago,2009,North America,1320921,29358.97108,14.8
Trinidad and Tobago,2010,North America,1328144,30532.23977,15.4
Trinidad and Tobago,2011,North America,1336180,30887.9828,16.1
Trinidad and Tobago,2012,North America,1344814,30084.91906,16.7
Trinidad and Tobago,2013,North America,1353708,30088.48642,17.4
Trinidad and Tobago,2014,North America,1362337,29727.2398,18.2
Trinidad and Tobago,2015,North America,1370332,27651.72817,18.9
Tunisia,2000,Africa,9708347,6314.807297,16.7
Tunisia,2001,Africa,9793915,6643.648894,17.2
Tunisia,2002,Africa,9871261,6782.861075,17.8
Tunisia,2003,Africa,9945282,7188.078948,18.4
Tunisia,2004,Africa,10022278,7781.061608,18.9
Tunisia,2005,Africa,10106778,8235.424799,19.5
Tunisia,2006,Africa,10201211,8852.0262,20.1
Tunisia,2007,Africa,10304729,9603.778707,20.7
Tunisia,2008,Africa,10414425,10095.29907,21.4
Tunisia,2009,Africa,10525691,10358.55101,22.0
Tunisia,2010,Africa,10635245,10683.30968,22.7
Tunisia,2011,Africa,10741872,10576.05361,23.4
Tunisia,2012,Africa,10846993,10731.35653,24.1
Tunisia,2013,Africa,10952949,10769.9831,24.9
Tunisia,2014,Africa,11063195,11024.75012,25.7
Tunisia,2015,Africa,11179951,10825.1015,26.4
Turkiye,2000,Asia,63240196,9628.914702,20.5
Turkiye,2001,Asia,64192243,9280.253197,21.1
Turkiye,2002,Asia,65145357,9401.231328,21.8
Turkiye,2003,Asia,66089402,9699.923864,22.4
Turkiye,2004,Asia,67010930,10979.76904,23.1
Turkiye,2005,Asia,67903461,12003.84793,23.8
Turkiye,2006,Asia,68756809,13748.43653,24.5
Turkiye,2007,Asia,69581854,14986.14915,25.2
Turkiye,2008,Asia,70418612,16182.48051,25.9
Turkiye,2009,Asia,71321406,15597.99694,26.7
Turkiye,2010,Asia,72326992,17542.1975,27.4
Turkiye,2011,Asia,73443254,19799.11568,28.2
Turkiye,2012,Asia,74651046,20772.49895,29.0
Turkiye,2013,Asia,75925454,22438.71425,29.8
Turkiye,2014,Asia,77229262,24090.23604,30.6
Turkiye,2015,Asia,78529413,25753.39051,31.4
Ukraine,2000,Europe,49176500,4260.276855,20.4
Ukraine,2001,Europe,48662400,4789.681641,20.6
Ukraine,2002,Europe,48202470,5172.960449,20.9
Ukraine,2003,Europe,47812949,5824.124512,21.1
Ukraine,2004,Europe,47451626,6736.79541,21.4
Ukraine,2005,Europe,47105171,7214.111816,21.7
Ukraine,2006,Europe,46787786,8054.040039,22.0
Ukraine,2007,Europe,46509355,9004.879883,22.3
Ukraine,2008,Europe,46258189,9434.435547,22.6
Ukraine,2009,Europe,46053331,8093.555664,23.0
Ukraine,2010,Europe,45870741,8559.929688,23.3
Ukraine,2011,Europe,45706086,9246.769531,23.7
Ukraine,2012,Europe,45593342,9705.358398,24.2
Ukraine,2013,Europe,45489648,11111.05176,24.6
Ukraine,2014,Europe,45272155,10743.58594,25.1
Ukraine,2015,Europe,45154036,10164.32715,25.6
United Kingdom,2000,Europe,58892514,26472.19371,19.8
United Kingdom,2001,Europe,59119673,27807.16932,20.3
United Kingdom,2002,Europe,59370479,29062.12387,20.9
United Kingdom,2003,Europe,59647577,30355.28338,21.5
United Kingdom,2004,Europe,59987905,32058.41549,22.1
United Kingdom,2005,Europe,60401206,32747.35401,22.7
United Kingdom,2006,Europe,60846820,34845.59177,23.2
United Kingdom,2007,Europe,61322463,35695.29849,23.8
United Kingdom,2008,Europe,61806995,36863.58476,24.4
United Kingdom,2009,Europe,62276270,35212.42048,25.0
United Kingdom,2010,Europe,62766365,36576.58654,25.7
United Kingdom,2011,Europe,63258810,37379.29097,26.3
United Kingdom,2012,Europe,63700215,38514.02617,26.9
United Kingdom,2013,Europe,64128273,40218.74726,27.5
United Kingdom,2014,Europe,64602298,41580.60249,28.2
United Kingdom,2015,Europe,65116219,42912.87509,28.9
United States,2000,North America,282162411,36329.95607,26.1
United States,2001,North America,284968955,37133.62311,26.9
United States,2002,North America,287625193,37997.75966,27.7
United States,2003,North America,290107933,39490.27496,28.4
United States,2004,North America,292805298,41724.63163,29.2
United States,2005,North America,295516599,44123.40707,29.9
United States,2006,North America,298379912,46302.00088,30.6
United States,2007,North America,301231207,48050.22378,31.3
United States,2008,North America,304093966,48570.04598,32.0
United States,2009,North America,306771529,47194.94335,32.7
United States,2010,North America,309327143,48650.64313,33.4
United States,2011,North America,311583481,50065.9665,34.0
United States,2012,North America,313877662,51784.41857,34.7
United States,2013,North America,316059947,53291.12769,35.4
United States,2014,North America,318386329,55123.84979,36.0
United States,2015,North America,320738994,56762.72945,36.7
Uruguay,2000,South America,3319734,10243.44932,21.0
Uruguay,2001,South America,3325471,10054.21117,21.4
Uruguay,2002,South America,3326046,9419.772222,21.9
Uruguay,2003,South America,3323661,9689.982157,22.4
Uruguay,2004,South America,3321486,10454.86147,22.9
Uruguay,2005,South America,3321799,11586.01995,23.4
Uruguay,2006,South America,3325403,12419.5558,23.9
Uruguay,2007,South America,3331753,13563.6798,24.4
Uruguay,2008,South America,3340221,14778.27902,24.9
Uruguay,2009,South America,3349676,15460.37311,25.4
Uruguay,2010,South America,3359273,16818.92257,25.9
Uruguay,2011,South America,3368926,18002.89383,26.4
Uruguay,2012,South America,3378975,18192.3297,26.8
Uruguay,2013,South America,3389436,19130.0614,27.3
Uruguay,2014,South America,3400439,20093.62407,27.8
Uruguay,2015,South America,3412013,20217.56044,28.4
Venezuela,2000,South America,23739835,11278.60833,18.1
Venezuela,2001,South America,24192449,11735.6406,18.6
Venezuela,2002,South America,24646471,12178.78816,19.0
Venezuela,2003,South America,25100407,11069.40388,19.4
Venezuela,2004,South America,25551624,10228.58739,19.9
Venezuela,2005,South America,25996594,12211.18451,20.3
Venezuela,2006,South America,26432445,13664.46056,20.7
Venezuela,2007,South America,26850190,15235.89658,21.1
Venezuela,2008,South America,27247601,16769.17872,21.6
Venezuela,2009,South America,27635827,17740.06596,22.0
Venezuela,2010,South America,28031010,17038.39662,22.4
Venezuela,2011,South America,28439942,16742.20335,22.9
Venezuela,2012,South America,28887873,17527.74874,23.3
Venezuela,2013,South America,29360827,17534.69,23.8
Venezuela,2014,South America,29781046,17618.922,24.3
Venezuela,2015,South America,30042973,17743.684,24.7
Yemen,2000,Asia,16921157,2801.734275,7.4
Yemen,2001,Asia,17409071,2957.067963,7.7
Yemen,2002,Asia,17918369,3049.487731,8.0
Yemen,2003,Asia,18443684,3127.208899,8.3
Yemen,2004,Asia,18985001,3214.096446,8.6
Yemen,2005,Asia,19540096,3334.008069,8.9
Yemen,2006,Asia,20107416,3528.390136,9.2
Yemen,2007,Asia,20687648,3647.328071,9.6
Yemen,2008,Asia,21282514,3762.755487,10.0
Yemen,2009,Asia,21892149,3864.116927,10.4
Yemen,2010,Asia,22516464,3927.241241,10.8
Yemen,2011,Asia,23154854,4162.544887,11.3
Yemen,2012,Asia,23807586,3607.090566,11.8
Yemen,2013,Asia,24473176,3491.20461,12.3
Yemen,2014,Asia,25147112,3688.519409,12.9
Yemen,2015,Asia,25823488,3697.704,13.5
Zimbabwe,2000,Africa,11881482,2270.017301,8.3
Zimbabwe,2001,Africa,11923906,2346.19815,8.5
Zimbabwe,2002,Africa,11954293,2165.322628,8.8
Zimbabwe,2003,Africa,11982219,1828.52486,9.0
Zimbabwe,2004,Africa,12019911,1763.021151,9.2
Zimbabwe,2005,Africa,12076697,1706.3998,9.4
Zimbabwe,2006,Africa,12155496,1687.154196,9.7
Zimbabwe,2007,Africa,12255920,1655.767655,9.9
Zimbabwe,2008,Africa,12379553,1375.481106,10.1
Zimbabwe,2009,Africa,12526964,1532.436098,10.3
Zimbabwe,2010,Africa,12697728,1831.028032,10.6
Zimbabwe,2011,Africa,12894323,2101.824051,10.8
Zimbabwe,2012,Africa,13115149,2375.927006,11.1
Zimbabwe,2013,Africa,13350378,2560.773267,11.3
Zimbabwe,2014,Africa,13586710,2612.455954,11.6
Zimbabwe,2015,Africa,13814642,2679.507615,11.9
