country,cuisines,restaurant_count,percentage,average_rating,total_reviews
Austria,Sri Lankan,6,0.0330742516950554,4.083333333333333,135.0
Austria,Steakhouse,218,1.201697811587013,4.23394495412844,6726.0
Austria,Street Food,99,0.5457251529684141,4.474747474747475,1453.0
Austria,Sushi,372,2.050603605093435,3.9690860215053765,6935.0
Austria,Swedish,8,0.044099002260073863,4.0,33.0
Austria,Swiss,24,0.1322970067802216,4.333333333333333,252.0
Austria,Taiwanese,13,0.07166087867262003,4.3076923076923075,150.0
Austria,Thai,171,0.9426161733090789,4.292397660818714,2829.0
Austria,Tibetan,5,0.027561876412546166,4.5,135.0
Austria,Tunisian,3,0.0165371258475277,4.166666666666667,45.0
Austria,Turkish,161,0.8874924204839865,4.127329192546584,1627.0
Austria,Tuscan,10,0.05512375282509233,4.15,2153.0
Austria,Ukrainian,1,0.005512375282509233,4.0,16.0
Austria,Venezuelan,4,0.022049501130036932,4.75,46.0
Austria,Vietnamese,99,0.5457251529684141,4.237373737373737,1870.0
Austria,Welsh,1,0.005512375282509233,3.5,215.0
